ID,작업일시,위도,경도,파일타입,공사명,공사개요,구군,주소,중구역번호,소구역번호,도로구분,누수관경,누수량,용수구분,용도구분
9902991,2003-03-11 13:00:00,35.8887528,128.6024193,지상누수,산겯4동1390-3,DTC D80x15mm 분기점폐쇄,북구,북구 대학로 7 (산격동) / 1390-3번지,520.0,,,15.0,1,,5.0
9903275,2003-04-16 09:00:00,35.8953064,128.6008748,지하누수,산격4동1435,PFP D=50x15mm 니플수선,북구,북구 산격로서9길 16-5 (산격동) / 1435번지,520.0,461.0,,15.0,"2,188",,5.0
9903385,2003-05-10 09:00:00,35.8954131,128.6085243,지하누수,산격3동1312-28,EPS D=40mm 직관수선,북구,북구 대학로25길 33-2 (산격동) / 1312-28번지,520.0,480.0,,40.0,"13,510",,5.0
9903348,2003-05-12 09:00:00,35.8970081,128.6100978,지상누수,산격3동1266-13,PFP D=40x15mm 니플수선,북구,북구 대동로 32-1 (산격동) / 1266-13번지,520.0,,,15.0,1,,5.0
9903645,2003-07-27 11:00:00,35.8933664,128.6098772,지상누수,산격3동 1332-7,CI-EL D=150x15mm 분기대수선,북구,북구 대학로 91-1 (산격동) / 1332-7번지,520.0,,,15.0,1,,5.0
9903727,2003-08-28 10:40:00,35.8958128,128.6122184,지상누수,산격3동 1279-29,PFP D=50x15mm 니플수선,북구,북구 대학로 127-8 (산격동) / 1279-29번지,520.0,,,15.0,2,,5.0
9903821,2003-09-20 17:20:00,35.8972847,128.6067763,지상누수,산격3동 1242-8번지선,D=80mm 직관부및 제수변 교체수선 ,북구,북구 대학로9길 74-1 (산격동) / 1242-8번지,520.0,,,80.0,9,,5.0
9904319,2003-12-18 09:30:00,35.8933568,128.6080768,지상누수,산격3동 1397-27,PFP D=80x20mm 분기 티이   볼트수선,북구,북구 대학로15길 15 (산격동) / 1397-27번지,520.0,,,20.0,1,,5.0
9904329,2003-12-21 08:45:00,35.8948698,128.6010136,지상누수,산격4동 1435-21,PFP D=50x15mm 분기점 니플수선,북구,북구 산격로서9길 17-5 (산격동) / 1435-21번지,520.0,,,15.0,1,,5.0
9904334,2003-12-21 11:30:00,35.8952936,128.6095987,지상누수,산격3동 1307-42,DTC D=100x25mm 분기대 교체수선,북구,북구 대동로6길 23 (산격동) / 1307-42번지,520.0,,,25.0,2,,5.0
9904509,2004-01-01 16:00:00,35.8976809,128.6005573,지상누수,산격1동 1183-28,EPS D=40x15mm 분기점 니플 수선,북구,북구 연암공원로 81-16 (산격동) / 1183-28번지,520.0,,,15.0,1,,5.0
9904535,2004-01-21 08:55:00,35.8941917,128.6098301,지상누수,산격3동 1309-7,PFP D=40x15mm 분기점 니플수선,북구,북구 대학로23길 20 (산격동) / 1309-7번지,520.0,,,15.0,1,,5.0
9904545,2004-01-24 13:48:00,35.8973255,128.598688,지상누수,산격1동 1180-16,EPS D=50x15mm 분기점 니플 수선,북구,북구 연암공원로11길 15-7 (산격동) / 1180-16번지,520.0,,,15.0,1,,5.0
9904547,2004-01-25 05:20:00,35.896862,128.6102019,지상누수,산격3동 1266-14,PFP D=40x15mm 분기점 니플 수선,북구,북구 대동로 34-1 (산격동) / 1266-14번지,520.0,,,15.0,1,,5.0
9904658,2004-02-03 09:00:00,35.8954871,128.6010266,지하누수,산격4동 1434-23,EPS D=50x15mm 분기점 니플수선,북구,북구 산격로11길 35-14 (산격동) / 1434-23번지,520.0,461.0,,15.0,"4,875",,5.0
9904689,2004-02-14 14:30:00,35.8934943,128.6071291,지상누수,산격3동 1411-60,DTC D=100x25mm 분기대 교체 수선,북구,북구 산격로8길 18 (산격동) / 1411-60번지,520.0,,,25.0,2,,5.0
9904979,2004-04-02 13:45:00,35.8963992,128.5987661,지상누수,잔격1동 1167-3,PFP D=40x15mm 분기점 수선,북구,북구 연암공원로11길 3-24 (산격동) / 1167-3번지,520.0,,,15.0,1,,5.0
9905016,2004-04-09 17:40:00,35.897172,128.6035242,지상누수,산격4동 1221-3,DTC D=100x15mm 분기점 폐쇄,북구,북구 산격로13길 16-1 (산격동) / 1221-3번지,520.0,,,15.0,1,,5.0
9904985,2004-04-22 17:30:00,35.8963925,128.6093905,지상누수,산격3동 1249-31,DTC D=150x15mm 분기대 교체 수선,북구,북구 대동로6길 10 (산격동) / 1249-31번지,520.0,,,15.0,1,,5.0
9905366,2004-06-05 09:00:00,35.895978,128.6022858,지하누수,산격4동 1195-29,PFP D=50x20mm 분기점 수선,북구,북구 산격로북9길 9-11 (산격동) / 1195-29번지,520.0,243.0,,20.0,"2,600",,5.0
9905726,2004-08-06 09:00:00,35.9021058,128.6014762,지상누수,북구 산격동 시설관리소 서편 누수수선공사,D=700mm 수선1개소,북구,북구 산격동 546,520.0,,,700.0,375,,3.0
9905587,2004-08-09 13:00:00,35.896079,128.6124025,지상누수,산격3동 1279-4,DTC D=150x15mm 분기점 폐쇄,북구,북구 대동로 54-1 (산격동) / 1279-4번지,520.0,,,15.0,0,,5.0
9905588,2004-08-10 16:45:00,35.8953808,128.6108597,지상누수,산격3동 1307-21,PFP D=50x15mm 분기점 수선,북구,북구 산격동 1307-21,520.0,,,15.0,1,,5.0
9905605,2004-08-26 09:00:00,35.8972211,128.6096754,지하누수,산격3동 1253-43,DTC D=150mm 직관부 수선,북구,북구 대동로 28 (산격동) / 1253-43번지,520.0,480.0,,25.0,"16,864",,5.0
9905762,2004-09-26 10:47:00,35.8954018,128.6109694,지상누수,산격3동 1307-36,DTC D=80x15mm 분기대 교체 수선,북구,북구 대학로25길 11-1 (산격동) / 1307-36번지,520.0,,,15.0,1,,5.0
9906201,2004-10-20 09:10:00,35.8976226,128.6048668,지상누수,산격4동 1197-6,DTC D=80x15mm 분기대 교체,북구,북구 연암공원로32길 62-4 (산격동) / 1197-6번지,520.0,,,15.0,1,,5.0
9906299,2004-11-03 12:40:00,35.8950204,128.6087327,지상누수,산격3동 1312-8,DTC D=150×15㎜ 분기대 교체,북구,북구 산격로10길 31 (산격동) / 1312-8번지,520.0,,,15.0,1,,5.0
9906258,2004-11-05 09:00:00,35.8950275,128.6071764,지하누수,산격3동 1407-62,DTC D=100x25mm 분기대 교체 수선 ,북구,북구 산격로10길 17-2 (산격동) / 1407-62번지,520.0,480.0,,25.0,"8,973",,5.0
9906309,2004-11-24 13:07:00,35.8976136,128.6049804,지상누수,산격4동 1197-103,DTC D=150×15㎜ 분기대 교체 수선,북구,북구 연암공원로32길 60 (산격동) / 1197-103번지,520.0,,,15.0,1,,5.0
9906328,2004-11-25 06:30:00,35.8912066,128.6040328,지상누수,산격4동 1490-25,DTC D=150×15㎜ 분기대 교쳬 수선,북구,북구 산격로1길 22 (산격동) / 1490-25번지,520.0,,,15.0,1,,5.0
9906694,2004-12-13 09:07:00,35.8967871,128.6097942,지상누수,산격3동 1266-6,직관부수선,북구,북구 대동로8길 10 (산격동) / 1266-6번지,520.0,,,15.0,3,,5.0
9906705,2004-12-28 10:56:00,35.8961776,128.6111316,지상누수,산격3동 1305,분기점수선,북구,북구 대동로10길 6 (산격동) / 1305번지,520.0,,,15.0,2,,4.0
9906603,2005-01-04 11:25:00,35.8964062,128.6085155,지상누수,산격3동 1249-11,PFP D=40×15㎜ 분기점수선,북구,북구 대동로8길 21-4 (산격동) / 1249-11번지,520.0,,,15.0,1,,4.0
9907008,2005-02-26 12:20:00,35.8950228,128.6085868,지상누수,산격3동 1312-48,DTC D=150×15㎜ 분기점수선,북구,북구 산격로10길 29-1 (산격동) / 1312-48번지,520.0,,,15.0,1,,4.0
9907028,2005-03-08 09:00:00,35.8972868,128.6080448,지하누수,산격3동 1252-24,STS D=25㎜ 직관부수선,북구,북구 대동로4길 10-1 (산격동) / 1252-24번지,520.0,480.0,,25.0,"1,917",,5.0
9907022,2005-03-17 13:12:00,35.8929263,128.6060014,지상누수,산격3동 1412-8,PFP D=100×15 분기점폐쇄,북구,북구 대학로9길 22-1 (산격동) / 1412-8번지,520.0,,,15.0,3,,5.0
9907036,2005-03-23 09:30:00,35.8956731,128.6023558,지하누수,산격4동 1437-7,EPS D=50×15 분기점수선,북구,북구 산격로서9길 8-46 (산격동) / 1437-7번지,520.0,243.0,,15.0,505,,4.0
9907148,2005-04-13 11:15:00,35.8941286,128.6087402,지상누수,산격3동 1314-22,DTC D=80×15 분기점수선,북구,북구 산격동 1314-22,520.0,,,15.0,2,,4.0
9907567,2005-06-24 09:00:00,35.8966922,128.6062421,지하누수,산격3동 1245-2,DTC D80*15 수선,북구,북구 대학로9길 68-4 (산격동) / 1245-2번지,520.0,480.0,,15.0,626,,5.0
9907568,2005-06-24 09:00:00,35.8958057,128.6091948,지하누수,산격3동 1311-43,STS 25*15 구분기점수선,북구,북구 대동로6길 18-4 (산격동) / 1311-43번지,520.0,480.0,,15.0,"1,086",,5.0
9907919,2005-07-13 09:00:00,35.898598,128.6061009,지하누수,산격4동 1222-28,DTC D80*15분기점수선,북구,북구 연암공원로32길 46 (산격동) / 1222-28번지,520.0,243.0,,15.0,"1,158",,4.0
9907918,2005-07-13 09:00:00,35.8976226,128.6048668,지하누수,산격4동 1197-6,DTC D80*15분기점수선,북구,북구 연암공원로32길 62-4 (산격동) / 1197-6번지,520.0,243.0,,15.0,"1,992",,4.0
9907955,2005-08-02 09:30:00,35.8925156,128.5967567,지하누수,산격1동 1048-1,DTC D80*15분기점수선,북구,북구 연암공원로 14-1 (산격동) / 1048-1번지,520.0,461.0,,15.0,"2,198",,4.0
9907958,2005-08-02 09:30:00,35.8920784,128.5963469,지하누수,산격1동 1043-2,제수변수선,북구,북구 연암공원로 8 (산격동) / 1043-2번지,520.0,461.0,,80.0,"4,396",,5.0
9907976,2005-08-05 14:00:00,35.8958181,128.5988243,지상누수,산격1동 1153-11,PFP D80접합부수선,북구,북구 연암공원로 55-16 (산격동) / 1153-11번지,520.0,,,80.0,3,,4.0
9907975,2005-08-05 14:00:00,35.8917733,128.5973032,지하누수,산격1동 1037-2,PFP D80*15분기점수선,북구,북구 연암로12길 8 (산격동) / 1037-2번지,520.0,461.0,,15.0,"2,229",,4.0
9907978,2005-08-10 09:00:00,35.8958578,128.6049185,지하누수,산격4동 1422-26,PFP D40*15분기점수선,북구,북구 산격로 59-4 (산격동) / 1422-26번지,520.0,470.0,,15.0,"1,379",,4.0
9907977,2005-08-10 09:00:00,35.8956114,128.6038041,지하누수,산격4동 1423-32,PFP D40*15분기점수선,북구,북구 연암공원로14길 50-18 (산격동) / 1423-32번지,520.0,470.0,,15.0,"1,379",,4.0
9907986,2005-08-19 09:00:00,35.895679,128.6022346,지하누수,산격4동 1437-8,D40*15분기점,북구,북구 산격로서9길 8-48 (산격동) / 1437-8번지,520.0,243.0,,15.0,994,,4.0
9908200,2005-09-02 09:10:00,35.8947785,128.6051035,지상누수,산격4동 1425,D25접합부(연결관)수선,북구,북구 산격로 47 (산격동) / 1425번지,520.0,,,25.0,1,,5.0
9908351,2005-10-04 09:00:00,35.891356,128.6032407,지하누수,산격4동 1498-6,DTC D80*15분기점수선,북구,북구 대구체육관로8길 26 (산격동) / 1498-6번지,520.0,470.0,,15.0,0,,4.0
9908624,2005-10-12 09:00:00,35.8950004,128.6102705,지하누수,산격3동 1307-66,PFP D50*20분기점수선,북구,북구 산격로10길 45 (산격동) / 1307-66번지,520.0,490.0,,20.0,0,,4.0
9908877,2005-11-10 09:00:00,35.8968082,128.5991048,지상누수,산격1동 1180-74,DTC D80직관교체(L26),북구,북구 연암공원로13길 8-1 (산격동) / 1180-74번지,520.0,,,15.0,2,,5.0
9908870,2005-11-17 08:00:00,35.8929568,128.5974565,지상누수,산격1동 1075-1,"D80제수변교체,구관폐쇄(D80*40)",북구,북구 연암공원로 22-6 (산격동) / 1075-1번지,520.0,,,40.0,2,,5.0
9908883,2005-11-19 13:30:00,35.8948223,128.6031508,지상누수,산격4동 1428-7,EPS D40*15분기점수선,북구,북구 산격로9길 17-2 (산격동) / 1428-7번지,520.0,,,15.0,1,,4.0
9908885,2005-11-22 10:10:00,35.8958578,128.6049185,지상누수,산격4동 1422-26,PFP D40*15분기점수선,북구,북구 산격로 59-4 (산격동) / 1422-26번지,520.0,,,15.0,1,,4.0
9908942,2005-12-17 09:16:00,35.8898416,128.6029412,지상누수,산격4동 1498-29,PFP D40*15분기점수선,북구,북구 연암로4길 30 (산격동) / 1498-29번지,520.0,,,15.0,1,,4.0
9908949,2005-12-21 07:40:00,35.8898967,128.6014117,지상누수,산격4동 1441-20,PFP D40*15분기점수선,북구,북구 연암로 18-32 (산격동) / 1441-20번지,520.0,,,15.0,1,,4.0
9909117,2006-01-07 07:40:00,35.8963146,128.608057,지상누수,산격3동 1249-34,STS D40 L=30교체수선,북구,북구 대동로8길 25-6 (산격동) / 1249-34번지,520.0,,,40.0,2,,4.0
9909123,2006-01-15 08:20:00,35.8945281,128.6102834,지상누수,산격3동 1308-21,EPS D40*15분기점수선,북구,북구 대학로23길 14-1 (산격동) / 1308-21번지,520.0,,,15.0,1,,4.0
9909304,2006-03-10 11:11:00,35.8933208,128.6063727,지상누수,산격3동 1411-3,DTC D80×25분기대교체,북구,북구 대학로9길 24-13 (산격동) / 1411-3번지,520.0,,,25.0,0,,4.0
9909311,2006-03-23 06:45:00,35.8951425,128.6102863,지상누수,산격3동 1307-65,PFP D50*15분기점수선,북구,북구 산격로10길 45-1 (산격동) / 1307-65번지,520.0,,,15.0,1,,4.0
9909525,2006-04-20 07:40:00,35.8923529,128.5980818,지상누수,산격1동 1097-2번지,EPS D50*15분기점수선,북구,북구 연암공원로 22-53 (산격동) / 1097-2번지,520.0,,,15.0,1,,4.0
9909928,2006-05-02 17:00:00,35.8963254,128.6083443,지하누수,산격3동 1249-39,STS D25×15 분기점수선,북구,북구 대동로8길 23-2 (산격동) / 1249-39번지,520.0,480.0,,15.0,"4,117",,5.0
9910040,2006-06-26 09:00:00,35.8980324,128.6046759,지하누수,산격4동 1197-15번지,EPS D50*15분기점수선,북구,북구 연암공원로32길 62-13 (산격동) / 1197-15번지,520.0,243.0,,15.0,"3,504",,4.0
9910099,2006-07-06 09:00:00,35.8957266,128.6037964,지하누수,산격4동 1423-31번지,PFP D40*15분기점수선,북구,북구 연암공원로14길 50-16 (산격동) / 1423-31번지,520.0,470.0,,15.0,"3,504",,4.0
9910101,2006-07-06 09:00:00,35.8945447,128.60202,지하누수,산격4동 1437-110번지,EPS D50*15분기점수선,북구,북구 연암공원로10길 31-4 (산격동) / 1437-110번지,520.0,243.0,,15.0,"10,600",,4.0
9910103,2006-07-06 09:00:00,35.8976002,128.603555,지하누수,산격4동 1188-51번지,PFP D50*15분기점수선,북구,북구 연암공원로20길 20-11 (산격동) / 1188-51번지,520.0,243.0,,15.0,"2,803",,4.0
9910100,2006-07-06 09:00:00,35.8970502,128.6017896,지하누수,산격4동 1186-29번지,EPS D40*15분기점수선,북구,북구 산격로13길 35-18 (산격동) / 1186-29번지,520.0,243.0,,15.0,"4,643",,4.0
9910102,2006-07-06 09:00:00,35.8976416,128.6036774,지하누수,산격4동 1193번지,PFP D40*15분기점수선,북구,북구 연암공원로32길 64-58 (산격동) / 1193번지,520.0,243.0,,15.0,"2,803",,4.0
9910138,2006-07-28 09:00:00,35.8946636,128.602393,지하누수,산격4동 1437-78번지,EPS D50*15분기점수선,북구,북구 연암공원로10길 33-6 (산격동) / 1437-78번지,520.0,243.0,,15.0,"3,504",,4.0
9910221,2006-08-16 00:00:00,35.8952896,128.6012526,지하누수,산격4동 1437-142,50*15수선,북구,북구 산격동 1437,520.0,243.0,,15.0,"3,416",,0.0
9910224,2006-08-18 00:00:00,35.892469,128.6075684,지하누수,산격3동 1414,150*20분기점폐쇄,북구,북구 산격로6길 22-1 (산격동) / 1414번지,520.0,490.0,,20.0,"9,023",,0.0
9910223,2006-08-18 00:00:00,35.8962323,128.600836,지하누수,산격4동 1161-61,80*15분기점수선,북구,북구 산격동 1161,520.0,461.0,,15.0,876,,0.0
9910459,2006-08-20 17:00:00,35.9015936,128.6040458,지상누수,북구 산격1동 시설관리소 앞 긴급복구공사,ST D=700mm 부분용접 1개소,북구,북구 산격동 517-0,520.0,,,700.0,12,,2.0
9910225,2006-08-21 00:00:00,35.8913476,128.5984065,지하누수,산격1동 1005-4,15 직관부수선,북구,북구 산격동 1005,520.0,461.0,,15.0,"2,190",,0.0
9910215,2006-08-22 15:10:00,35.8942939,128.6108759,지상누수,산격3동1324-4번지 누수수선공사,D=150×15구관분기점폐쇠,북구,북구 산격동 1324-4,520.0,,,,0,,5.0
9910227,2006-08-28 00:00:00,35.8967956,128.6094113,지하누수,산격3동 1250-32,80 제수변수선,북구,북구 대동로6길 6-1 (산격동) / 1250-32번지,520.0,480.0,,80.0,"15,067",,0.0
9910703,2006-10-25 17:30:00,35.8950854,128.6088372,지상누수,북구 산격3동 1312-62번지,D=150*15mm구관분기점폐쇠,북구,북구 산격로10길 33 (산격동) / 1312-62번지,520.0,,,15.0,1,,5.0
9910865,2006-11-07 13:40:00,35.8954748,128.604678,지상누수,북구 산격4동 1422-10번지,D=100*25mm분기대교체수선,북구,북구 연암공원로14길 51 (산격동) / 1422-10번지,520.0,,,25.0,1,,5.0
9910886,2006-11-25 10:00:00,35.8980429,128.6054633,지상누수,북구 산격4동 1222-41번지,D=80*15mm분기대교체,북구,북구 연암공원로32길 54 (산격동) / 1222-41번지,520.0,,,15.0,8,,5.0
9911093,2006-12-03 18:00:00,35.8903448,128.603526,지상누수,북구 산격4동 1498-22번지,"PFP,D=50*15mm 닛플A수선",북구,북구 연암로4길 46 (산격동) / 1498-22번지,520.0,,,,0,,5.0
9911220,2007-01-22 11:07:00,35.8929963,128.6041747,지상누수,북구 산격4동 1430-44번지,D=13mm인입선누수수선,북구,북구 대구체육관로9길 8-1 (산격동) / 1430-44번지,520.0,,,,2,,5.0
9911224,2007-01-31 15:50:00,35.8951427,128.6108632,지상누수,북구 산격3동 1307-23번지,"PFP,D=50*13mm닛플A수선",북구,북구 산격로10길 49-4 (산격동) / 1307-23번지,520.0,,,,1,,5.0
9911368,2007-02-09 00:00:00,35.896796,128.5992992,지하누수,산격1동 1180-72,D150*80접합부수선 직관처리,북구,북구 연암공원로13길 8 (산격동) / 1180-72번지,520.0,461.0,,150.0,"21,900",,0.0
9911367,2007-02-09 00:00:00,35.8964518,128.5985146,지하누수,산격1동 1168-7,DTC D80*40 접합부수선,북구,북구 연암공원로11길 3-15 (산격동) / 1168-7번지,520.0,461.0,,40.0,"3,504",,0.0
9911369,2007-02-09 00:00:00,35.8971117,128.5998117,지하누수,산격1동 1180-18,PFP D100접합부수선,북구,북구 연암공원로13길 2-7 (산격동) / 1180-18번지,520.0,461.0,,100.0,"9,636",,0.0
9911559,2007-03-22 00:00:00,35.8962449,128.5985717,지하누수,산격1동 1169-3,D80*15 분기점수선,북구,북구 연암공원로11길 3-9 (산격동) / 1169-3번지,520.0,461.0,,15.0,"1,051",,0.0
9911557,2007-03-22 00:00:00,35.8963024,128.5987991,지하누수,산격1동 1166-4,D80*15분기점수선,북구,북구 연암공원로11길 3-20 (산격동) / 1166-4번지,520.0,461.0,,15.0,"1,051",,0.0
9911548,2007-03-29 00:00:00,35.8957134,128.611724,지상누수,산격3동 1276-7,D80 직관부수선,북구,북구 대동로 52-12 (산격동) / 1276-7번지,520.0,,,80.0,9,,4.0
9911699,2007-04-06 00:00:00,35.8968833,128.6021024,지하누수,산격4동 1186-41,d80*40 니플수선,북구,북구 연암공원로14길 19-21 (산격동) / 1186-41번지,520.0,243.0,,40.0,"8,760",,0.0
9911700,2007-04-06 00:00:00,35.8970021,128.602767,지하누수,산격4동 1186-123,,북구,북구 산격동 1186-123,520.0,243.0,,15.0,"3,504",,0.0
700145,2007-05-15 09:33:00,35.8946241,128.6021673,지상누수,산격4동 1437-132,,북구,북구 연암공원로10길 33-3 (산격동) / 1437-132번지,520.0,,,50.0,0,,0.0
700193,2007-05-18 13:00:00,35.8947912,128.6023991,지하누수,산격4동 1437-77,,북구,북구 산격로서9길 3-5 (산격동) / 1437-77번지,520.0,243.0,공도,15.0,0,,0.0
700302,2007-06-07 10:45:00,35.8963622,128.6108785,지상누수,산격4동 1268-7,,북구,북구 산격동 1268-7,520.0,,,15.0,0,,0.0
700309,2007-06-19 17:00:00,35.8960729,128.6121391,지상누수,산격3동 1279-13,,북구,북구 대학로 129-12 (산격동) / 1279-13번지,520.0,,,80.0,0,,0.0
700310,2007-06-26 07:20:00,35.8970781,128.6060632,지상누수,산격동 1231-21,,북구,북구 산격로 82-13 (산격동) / 1231-21번지,520.0,,,15.0,0,,0.0
700311,2007-06-26 11:45:00,35.8947157,128.6090842,지상누수,산격3동 1313-16,,북구,북구 산격로10길 34-2 (산격동) / 1313-16번지,520.0,,,15.0,0,,0.0
700493,2007-07-23 10:00:00,35.8915603,128.596439,지하누수,산격1동 988-4,,북구,북구 연암로 68-4 (산격동) / 988-4번지,520.0,461.0,공도,15.0,0,,0.0
700492,2007-07-23 10:00:00,35.8915342,128.5965834,지하누수,산격1동 988-3,,북구,북구 연암로 66-5 (산격동) / 988-3번지,520.0,461.0,공도,15.0,0,,0.0
700494,2007-07-23 13:00:00,35.8929799,128.5973392,지하누수,산격1동 1062-1,,북구,북구 연암공원로 22 (산격동) / 1062-1번지,520.0,461.0,공도,15.0,0,,0.0
700501,2007-07-27 14:40:00,35.895108,128.6111366,지상누수,산격3동 1307-80,,북구,북구 대동로10길 16-1 (산격동) / 1307-80번지,520.0,,,25.0,0,,0.0
700502,2007-07-28 06:45:00,35.895344,128.6100321,지상누수,산격3동 1307-49,,북구,북구 대학로25길 21-1 (산격동) / 1307-49번지,520.0,,,15.0,0,,0.0
700782,2007-08-13 09:00:00,35.8929004,128.597316,지하누수,산격1동 1062-2,DTC D=80*15mm 구분기점 폐쇄,북구,북구 연암공원로 20-1 (산격동) / 1062-2번지,520.0,461.0,공도,15.0,0,,0.0
700788,2007-08-20 12:45:00,35.892652,128.6068654,지상누수,산격3동 1412-14,PFP D=100*25mm 분기대 교체,북구,북구 산격로6길 15 (산격동) / 1412-14번지,520.0,,,25.0,0,,0.0
700790,2007-08-31 09:00:00,35.8959196,128.6054125,지하누수,산격3동 1408-25,DTC D=100*25mm 분기점수선,북구,북구 산격로 60-2 (산격동) / 1408-25번지,520.0,480.0,공도,25.0,0,,0.0
700793,2007-09-10 10:30:00,35.8953002,128.6077841,지상누수,산격3동 1312-23,DTC D=100*15mm 분기점 수선,북구,북구 대학로13길 40 (산격동) / 1312-23번지,520.0,,,15.0,0,,0.0
700737,2007-09-10 15:00:00,35.8900177,128.6000401,지상누수,북구 도청남편 긴급복구공사,D=400mm 제수변 패킹 수선(수리반 자체 수선),북구,북구 산격동 1457-2,520.0,,,400.0,6,,3.0
700794,2007-09-11 11:45:00,35.894826,128.6093499,지상누수,산격동 1313,DTC D=100*15mm 분기점 폐쇄,북구,북구 대동로6길 28 (산격동) / 1313번지,520.0,,,15.0,0,,0.0
801357,2007-10-11 12:00:00,35.8957562,128.6004581,지하누수,산격4동 1161-59외 5개소,CI(80)직관누수 교체(하월노후)입상 N=4,북구,북구 산격로11길 43-2 (산격동) / 1161-59번지,520.0,461.0,공도,80.0,0,,0.0
801358,2007-10-12 09:00:00,35.897234,128.6011778,지하누수,산격동 1186-61,PFP(40*15)니플수선,북구,북구 연암공원로 82-26 (산격동) / 1186-61번지,520.0,243.0,공도,15.0,0,,0.0
801361,2007-10-12 12:00:00,35.8970003,128.6013908,지하누수,산격동 1186-75,DTC(200*15)분기대 교체,북구,북구 연암공원로14길 13-35 (산격동) / 1186-75번지,520.0,243.0,공도,15.0,0,,0.0
801362,2007-10-12 12:00:00,35.8963338,128.5998717,지하누수,산격1동 1163-40,PFP(40*15)니플수선,북구,북구 연암공원로 66 (산격동) / 1163-40번지,520.0,461.0,공도,15.0,0,,0.0
801377,2007-10-15 09:00:00,35.8960005,128.6017319,지하누수,산격4동 1434-61,PFP(40*15)니플수선,북구,북구 산격로11길 32-1 (산격동) / 1434-61번지,520.0,243.0,공도,15.0,0,,0.0
801410,2007-11-06 09:00:00,35.894353,128.6110253,지하누수,산격3동 1321-17,CI(EL)D150 연접소켓부 납이탈(2/5),북구,북구 대학로 107 (산격동) / 1321-17번지,520.0,490.0,공도,150.0,0,,0.0
801475,2007-11-08 09:00:00,35.8958723,128.6120701,지하누수,산격동 1279-30,GV(80)제수변 스핀들 카바 누수 ,북구,북구 대학로 127-12 (산격동) / 1279-30번지,520.0,490.0,공도,80.0,0,,0.0
702272,2007-11-20 18:00:00,35.8929585,128.6094276,지상누수,산격동 1341-1,CI(EL)D150 연접소켓부 납밀림 ,북구,북구 대학로 85-1 (산격동) / 1341-1번지,520.0,,,150.0,3,,0.0
801830,2007-12-17 09:00:00,35.8948463,128.6092167,지하누수,산격3동 1313-11,STS(25*15)티소켓부 수선,북구,북구 산격로10길 36 (산격동) / 1313-11번지,520.0,490.0,공도,15.0,0,,0.0
801849,2007-12-22 12:30:00,35.8956355,128.6073607,지상누수,산격3동 1406-31,DTC(80*20)구분기점 폐쇄 ,북구,북구 대학로25길 46-1 (산격동) / 1406-31번지,520.0,,,20.0,0,,0.0
801862,2008-01-07 13:00:00,35.8963653,128.6000976,지하누수,산격1동 1161-44,PFP(80*15)티이 볼트 교체(4개),북구,북구 연암공원로 66-5 (산격동) / 1161-44번지,520.0,461.0,공도,80.0,0,,0.0
801863,2008-01-08 09:00:00,35.8948747,128.6014267,지하누수,산격4동 1437-106,PFP(40)소켓부 조임,북구,북구 연암공원로10길 31-16 (산격동) / 1437-106번지,520.0,243.0,공도,40.0,0,,0.0
