FTR_CDE,FTR_IDN,HJD_CDE,SHT_NUM,MNG_CDE,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,CNT_NUM,SYS_CHK,PIP_LBL,IQT_CDE,GIS_IDN,FTC_CDE,CLS_YMD,GU_CDE,SMZ_NUM,MDZ_NUM,LGZ_NUM,AVG_DEP,WTP_CDE,PIP_TYPE,IST_YMD,FNS_YMD,BEG_YMD,DAYS_SINCE_BEG,YEARS_SINCE_BEG,design_pressure,thickness,K_material,fatigue_limit,K_diameter,K_age,K_soil,K_traffic,K_vibration,hoop_stress,K_stress,K_repair,K_total,0243_low_total_cycles,0243_high_total_cycles,0243_low_fatigue_damage,0243_high_fatigue_damage,0243_D_base,0243_D_final_org,0243_D_final,0243_remaining_life_years,0461_low_total_cycles,0461_high_total_cycles,0461_low_fatigue_damage,0461_high_fatigue_damage,0461_D_base,0461_D_final_org,0461_D_final,0461_remaining_life_years,0470_low_total_cycles,0470_high_total_cycles,0470_low_fatigue_damage,0470_high_fatigue_damage,0470_D_base,0470_D_final_org,0470_D_final,0470_remaining_life_years,0480_low_total_cycles,0480_high_total_cycles,0480_low_fatigue_damage,0480_high_fatigue_damage,0480_D_base,0480_D_final_org,0480_D_final,0480_remaining_life_years,0490_low_total_cycles,0490_high_total_cycles,0490_low_fatigue_damage,0490_high_fatigue_damage,0490_D_base,0490_D_final_org,0490_D_final,0490_remaining_life_years,0520_low_total_cycles,0520_high_total_cycles,0520_low_fatigue_damage,0520_high_fatigue_damage,0520_D_base,0520_D_final_org,0520_D_final,0520_remaining_life_years
SA001,141947,2723061000,35803035,54000,12,800,14.0,,0,0,20119006912,1,800-ST-82,IQT903,141947,SA005,,B,240,520,P0,1.2,SS00201,ST,1982-01-01,1982-01-01,1982-01-01,16056.0,43.95893223819302,2.0,21.4,0.9,1000000,1.1039720770839918,1.8791786447638605,1.0,1.0,1.05,37.38317757009346,4.538317757009346,0.0046,9.30646076401102,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.05079761671705976,0.05313430708604451,17.82023225372305,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.028871381624489247,0.030199465179215755,32.11316919242107,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.046020270534234034,0.0481372029788088,19.773953161346434,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.04378351696246312,0.04579755874273642,20.83522500876975,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.043833341226591674,0.045849674923014894,20.810405453889835,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.03707503568515499,0.03878048732667212,24.786163839984244
SA001,226116,2723063100,35803035,54000,12,400,62.0,,0,0,20119006912,1,400-ST-82,IQT903,226116,SA005,,B,210,521,P0,1.2,SS00201,ST,1982-01-01,1982-01-01,1982-01-01,16056.0,43.95893223819302,2.0,12.7,0.9,1000000,1.0693147180559945,1.8791786447638605,1.0,1.0,1.05,31.496062992125985,3.949606299212599,0.0,7.499964855130582,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.04282029934388254,0.04282029934388254,22.353409838851665,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.024337385954898736,0.024337385954898736,40.08904719073642,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.03879319321492018,0.03879319321492018,24.77771812853477,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.03690770205034035,0.03690770205034035,26.094615607226036,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.03694970185352908,0.03694970185352908,26.06381783441886,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.031252728549571895,0.031252728549571895,30.997206209174276
SA001,243877,2723061000,35803035,54000,12,500,99.0,,0,0,20119006912,1,500-ST-82,IQT903,243877,SA005,,B,210,521,P0,1.2,SS00201,ST,1982-01-01,1982-01-01,1982-01-01,16056.0,43.95893223819302,2.0,15.1,0.9,1000000,1.080471895621705,1.8791786447638605,1.0,1.0,1.05,33.11258278145696,4.111258278145696,0.0046,8.25125097841355,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.045037946784086354,0.04710969233615432,20.227054357825857,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.025597810157697867,0.026775309424951967,36.347841032533424,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.040802278320549876,0.04267918312329517,22.4306265213914,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.03881913826703824,0.040604818627322,23.62761893306732,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.03886331322447526,0.04065102563280112,23.599625333760457,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.032871295783554674,0.03438337538959819,28.083822884431655
SA001,214924,2723061000,35803035,54000,12,100,14.0,,0,0,20119006912,1,100-ST-82,IQT903,214924,SA005,,B,240,520,P0,1.0,SS00201,ST,1982-01-01,1982-01-01,1982-01-01,16056.0,43.95893223819302,2.0,4.5,0.9,1000000,1.0,1.8791786447638605,1.0,1.0,1.05,22.22222222222222,3.022222222222222,0.0,5.366934209445586,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.030641974175408628,0.030641974175408628,31.63497300387841,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.017415701509650924,0.017415701509650924,56.41944988238626,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.027760198851646822,0.027760198851646822,35.02279671496938,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.026410951591392198,0.026410951591392198,36.863081023022204,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.026441006422965097,0.026441006422965097,36.82004300454536,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.02236428319747023,0.02236428319747023,43.71415386624672
SA001,175745,2723061000,35803035,54000,12,600,29.0,,0,0,20119006912,1,600-ST-82,IQT903,175745,SA005,,B,240,520,P0,1.2,SS00201,ST,1982-01-01,1982-01-01,1982-01-01,16056.0,43.95893223819302,2.0,17.5,0.9,1000000,1.0895879734614027,1.8791786447638605,1.0,1.0,1.05,34.285714285714285,4.228571428571429,0.0164,9.523768479565504,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.04671392075363513,0.05437500375723129,17.390803326924107,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.02655036831287806,0.03090462871619006,31.35761248528213,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.042320632536192955,0.049261216272128594,19.299945386565454,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.04026369491096721,0.04686694087636582,20.337001760750347,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.040309513728394676,0.04692027397985139,20.312748523792127,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.03409451842162667,0.03968601944277344,24.19779040682029
SA001,175746,2723061000,35803035,54000,12,800,108.0,,0,0,20119006912,1,800-ST-82,IQT903,175746,SA005,,B,240,520,P0,1.2,SS00201,ST,1982-01-01,1982-01-01,1982-01-01,16056.0,43.95893223819302,2.0,21.4,0.9,1000000,1.1039720770839918,1.8791786447638605,1.0,1.0,1.05,37.38317757009346,4.538317757009346,0.006,9.43102142433239,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.05079761671705976,0.05384547372008335,17.571663148485197,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.028871381624489247,0.030603664521958604,31.675825448370226,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.046020270534234034,0.04878148676628808,19.499580195064496,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.04378351696246312,0.04641052798021091,20.546835244502976,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.043833341226591674,0.04646334170018718,20.522343495064874,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.03707503568515499,0.03929953782626429,24.445591864739175
SA001,141944,2723061000,35803035,54000,12,600,2.0,,0,0,20119006912,1,600-ST-82,IQT903,141944,SA005,,B,240,520,P0,1.2,SS00201,ST,1982-01-01,1982-01-01,1982-01-01,16056.0,43.95893223819302,2.0,17.5,0.9,1000000,1.0895879734614027,1.8791786447638605,1.0,1.0,1.05,34.285714285714285,4.228571428571429,0.0,8.18193168347552,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.04671392075363513,0.04671392075363513,20.40689507253966,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.02655036831287806,0.02655036831287806,36.66426093286839,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.042320632536192955,0.042320632536192955,22.629136429962188,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.04026369491096721,0.04026369491096721,23.836270049513402,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.040309513728394676,0.040309513728394676,23.808039281694032,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.03409451842162667,0.03409451842162667,28.330228033538813
SA001,38097,2723063100,35803045,54000,5,50,55.23,,0,0,20119006912,1,50-EPS-85,IQT903,38097,SA005,,B,243,520,P0,0.8,SS00201,EPS,1985-01-01,1985-01-01,1985-01-01,14960.0,40.95824777549623,1.6,3.2,1.0,1000000,0.9653426409720027,1.8191649555099247,1.0,1.0,1.05,12.5,2.3625,0.0695,7.3838759205540825,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.02487168211257314,0.04215750118081148,22.72057100137526,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.014136092839054863,0.023960677362197993,40.73504717265082,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.02253258348393508,0.03819272900526997,25.182994146923004,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.02143741746244405,0.03633642259884266,26.52059582309709,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.021461812568730247,0.036377772303997774,26.489313849218412,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.018152790651766896,0.030768980154744892,31.50026471370679
SA001,36459,2723061000,35803044,54000,4,80,15.41,,0,0,20119006912,1,80-DTC-85,IQT903,36459,SA005,,B,461,520,P0,1.0,SS00201,DTC,1985-01-01,1985-01-01,1985-01-01,14960.0,40.95824777549623,1.0,6.0,1.0,1000000,0.9888428224342896,1.8191649555099247,1.3,1.4,1.05,6.666666666666667,2.1333333333333337,0.0,7.333625914777275,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.04187060379782937,0.04187060379782937,22.88310435713949,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.023797616093452253,0.023797616093452253,41.02101572161856,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.03793281336288972,0.03793281336288972,25.362400026419238,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.03608913980791471,0.03608913980791471,26.709166949462453,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.036130208113037465,0.036130208113037465,26.67767063149446,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.030559585868172645,0.030559585868172645,31.722956531995585
SA001,105522,2723063100,35803045,54000,4,80,9.74,,0,0,20119006912,1,80-DTC-85,IQT903,105522,SA005,,B,243,520,P0,1.0,SS00201,DTC,1985-01-01,1985-01-01,1985-01-01,14960.0,40.95824777549623,1.0,6.0,1.0,1000000,0.9888428224342896,1.8191649555099247,1.0,1.0,1.05,6.666666666666667,2.1333333333333337,0.1572,10.363783435608324,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.023005826262543612,0.05917098514726216,15.900174933901196,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.01307561323816058,0.03363047724854901,28.734933364442377,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0208422051444449,0.05360615163151228,17.654575446377535,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.01982919769665643,0.05100069647580034,18.607575368593185,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.019851762699471132,0.05105873366303976,18.58528792741832,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.016790981246248705,0.04318640376535167,22.155435804133734
SA001,116648,2723063100,35803045,54000,13,25,24.98,,0,0,20119006912,1,25-STS-85,IQT903,116648,SA005,,B,470,520,P0,0.8,SS00201,STS,1985-01-01,1985-01-01,1985-01-01,14960.0,40.95824777549623,2.0,2.8,0.7,1000000,0.9306852819440055,1.8191649555099247,1.0,1.0,1.05,8.928571428571429,1.692857142857143,0.1467,5.196988143291671,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.012027435794612672,0.029671684105309466,32.7021652175469,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.006835924817584706,0.01686422652498147,58.29711620741519,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.010896295631037294,0.026881161321769004,36.20077373257591,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.010366695785385275,0.025574638502545478,38.10123695005381,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.010378492758876331,0.02560374163614791,38.05679155066065,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.00877831756891105,0.021656109442503558,45.17634587851413
SA001,71585,2723061000,35803034,54000,12,700,414.06,,0,0,20119006912,1,700-ST-86,IQT903,71585,SA003,,B,230,519,S0,1.2,SS00201,ST,1986-01-01,1986-01-01,1986-01-01,14595.0,39.95893223819302,2.0,19.8,0.9,1000000,1.0972955074527657,1.7991786447638605,1.3,1.6,1.05,35.35353535353535,4.335353535353535,0.0,16.823546423783196,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.09605235595194778,0.09605235595194778,9.410988778872548,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.05459240814517646,0.05459240814517646,17.317565280152518,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0870189526996974,0.0870189526996974,10.491749429012348,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.08278951312875829,0.08278951312875829,11.078824505765015,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.08288372498873149,0.08288372498873149,11.065094807647165,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.07010455912522577,0.07010455912522577,13.26440751469143
SA001,198939,2723061000,35803035,54000,12,700,309.0,,0,0,20119006912,1,700-ST-86,IQT903,198939,SA003,,B,240,520,P0,1.2,SS00201,ST,1986-01-01,1986-01-01,1986-01-01,14595.0,39.95893223819302,2.0,19.8,0.9,1000000,1.0972955074527657,1.7991786447638605,1.0,1.6,1.05,35.35353535353535,4.335353535353535,0.0,12.941189556756303,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.07388642765534444,0.07388642765534444,12.534285412534311,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.0419941601116742,0.0419941601116742,22.812834864198276,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.06693765592284415,0.06693765592284415,13.939274257716052,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.06368424086827561,0.06368424086827561,14.702471857494519,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.06375671152979344,0.06375671152979344,14.68462324994132,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.05392658394248136,0.05392658394248136,17.543729769098857
SA001,4149,2723063100,35803035,54000,12,700,83.0,,0,0,20119006912,1,700-ST-86,IQT903,4149,SA003,,B,210,521,P0,1.2,SS00201,ST,1986-01-01,1986-01-01,1986-01-01,14595.0,39.95893223819302,2.0,19.8,0.9,1000000,1.0972955074527657,1.7991786447638605,1.0,1.6,1.05,35.35353535353535,4.335353535353535,0.0,12.941189556756303,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.07388642765534444,0.07388642765534444,12.534285412534311,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.0419941601116742,0.0419941601116742,22.812834864198276,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.06693765592284415,0.06693765592284415,13.939274257716052,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.06368424086827561,0.06368424086827561,14.702471857494519,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.06375671152979344,0.06375671152979344,14.68462324994132,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.05392658394248136,0.05392658394248136,17.543729769098857
