긴급복구공사일련번호,담당부서ID,담당부서명,용수구분,용수구분명,용도구분,용도구분명,민원접수번호,접수일시,작업시작일시,작업종료일시,공사개요,구 구분코드,구군,주소,중구역번호,소구역번호,지시번호,공사일련번호,공사명,복구공사구분,복구공사구분값,도로구분코드,도로구분,시공년도,탐사구분(1단계),탐사구분(1단계) 값,탐사구분(2단계),탐사구분(2단계) 값,누수관경코드,누수관경,누수관종코드,누수관종코드명,누수부위코드,누수부위코드명,누수원인코드,누수원인코드명,누수구분코드,누수구분명,누수부위형태코드,누수부위형태코드명,파열상태코드,파열상태,측정수압,누수일수,시간당 누수량,누수량,방지량,살수량,총공사비,과수압구역(여부)
9908074,51000,중남부사업소,,,05,급수관,,,,,접합부 수선,N,남구,남구 봉덕동 1342-9,0407,0520,,00005100008074,봉덕3동 1342-9번지선 누수수선공사,U,지하누수,,,,,,,,01,15,06,,0302,,01,노후,1,누수,,,5,1/7,,244,0,586,290,,,
202001517,51000,중남부사업소,,,04,배수지관,202003170042,202003171002,202003171010,202003191010,"PFP 40*20 분기점수선, D15 인입선수선, D15 계량기보호통교체",N,남구,남구 봉덕동 1351-1 용산빌라 A,0407,0520,53,20209002971,"남구 효서4길 79 (봉덕동,용산빌라 A) / 1351-1번지",U,지하누수,01,공도,,01,자체,01,주간,02,20,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,7,1/4,4,2,1,48,"4,324",,"835,640",N
201902529,51000,중남부사업소,,,04,배수지관,201904170118,201904171117,201904171300,201904171500,D50*13 분기점 수선,N,남구,남구 봉덕동 1352-4,0407,0520,406,20199004661,남구 봉덕초등길 79-31 (봉덕동) / 1352-4번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,04,직관,5,1/7,4,4,0,40,"1,835",,"677,490",N
201902521,51000,중남부사업소,,,04,배수지관,201904170119,201904171118,201904171500,201904171600,D50 지수전 밸브 수선,N,남구,남구 봉덕동 1352-5,0407,0520,407,20199004651,남구 효서길 78 (봉덕동) / 1352-5번지,U,지하누수,01,공도,,02,용역,,,06,50,09,변류,0402,접합부,01,노후,1,누수,04,직관,5,1/7,4,5,11,"1,372","49,926",0,"367,470",N
201804561,51000,중남부사업소,,,05,급수관,201806010060,201806010926,201806011100,201806011300,D15 보호통교체,N,남구,남구 봉덕동 1353-10,0407,0520,472,20189007904,남구 삼정2길 38-5 (봉덕동) / 1353-10번지,U,지하누수,02,사유지,,02,용역,,,01,15,12,계량기보호통(실),0601,계량기보호통,01,노후,1,누수,01,소켓,4,1/5,4,152,0,657,786,,"488,690",N
201501959,51000,중남부사업소,,,05,급수관,201504010311,201504011417,201504011450,201504011700,STS D=32mm 접합부 수선,N,남구,남구 봉덕동 1361-143,0407,0520,274,20159005115,남구 봉덕초등길 17 (봉덕동) / 1361-143번지,U,지하누수,01,공도,,01,자체,01,주간,04,32,06,스텐레스관,0201,이형관,02,부식,1,누수,01,소켓,6,1/10,4,91,0,568,"1,136",0,"759,390",N
201702789,51000,중남부사업소,,,05,급수관,201705190022,201705190900,201705211100,201705211300,D80*15 구분기점 폐쇄(누방),N,남구,남구 봉덕동 1361-41,0407,0520,245,20179006054,남구 삼정1길 68 (봉덕동) / 1361-41번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,5,1/7,4,139,0,701,917,0,"203,010",N
201702790,51000,중남부사업소,,,05,급수관,201705190023,201705190901,201705211300,201705211500,D80*15 구분기점 폐쇄(누방),N,남구,남구 봉덕동 1361-43,0407,0520,246,20179006055,남구 삼정1길 72 (봉덕동) / 1361-43번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,7,1/4,4,139,0,"1,234","1,616",0,"210,950",N
201603837,51000,중남부사업소,,,05,급수관,201606090003,201606090832,201606090900,201606091100,D=80*15mm분기점 수선,N,남구,남구 봉덕동 1361-59,0407,0520,489,20169008473,남구 효서2길 38 (봉덕동) / 1361-59번지,U,지하누수,01,공도,,01,자체,01,주간,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,02,반도,5,1/7,4,160,0,806,917,0,"254,610",N
201500390,51000,중남부사업소,,,05,급수관,201501070491,201501071708,201501071740,201501071840,D=25mm 지수밸브 교체수선,N,남구,남구 봉덕동 1361-6,0407,0520,40,20159001078,남구 효서길 63 (봉덕동) / 1361-6번지,U,지하누수,01,공도,,01,자체,01,주간,03,25,06,스텐레스관,0201,이형관,02,부식,1,누수,04,직관,8,1/50,4,7,0,47,"1,223",0,"343,850",N
201704454,51000,중남부사업소,,,05,급수관,201708010118,201708011109,201708011400,201708011800,D15 인입선수선,N,남구,남구 봉덕동 1361-71 재영빌라 (고)201호,0407,0520,439,20179009428,"남구 효서길 57, (고)201호 (봉덕동,재영빌라) / 1361-71번지",U,지하누수,01,공도,,01,자체,01,주간,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,5,1/7,4,213,0,"1,074",917,1,"1,168,540",N
201600768,51000,중남부사업소,,,04,배수지관,201601070392,201601071607,201601080900,201601081200,D=100mm직관부수선 및 철개입상 1개소,N,남구,남구 봉덕동 1361-75,0407,0520,16,20169001725,남구 효서길 61 (봉덕동) / 1361-75번지,U,지하누수,01,공도,,01,자체,01,주간,08,100,02,닥타일관,0101,직관,02,부식,1,누수,04,직관,20,1/200,4,7,1,134,"3,494",0,"1,195,680",N
201603855,51000,중남부사업소,,,04,배수지관,201606130089,201606131011,201606131300,201606131500,D=50mm직관부 수선,N,남구,남구 봉덕동 1376-1,0407,0520,502,20169008499,남구 삼정1길 26 (봉덕동) / 1376-1번지,U,지하누수,01,공도,,02,용역,,,06,50,08,에폭시강관,0101,직관,02,부식,1,누수,04,직관,,,4,164,3,"10,470","11,619",0,"574,130",N
202103993,51000,중남부사업소,,,05,급수관,202106040334,202106041445,202106041500,202106041800,STS D25x15 분기점수선,N,남구,남구 봉덕동 1376-3,0407,0520,339,20219006775,남구 봉덕초등길 43 (봉덕동) / 1376-3번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,7,1/4,4,2,0,18,"1,616",0,"1,003,180",N
202002140,51000,중남부사업소,,,04,배수지관,202004220058,202004220939,202004220950,202004240950,D80*15 구분기점수선,N,남구,남구 봉덕동 1383 진영빌,0407,0520,199,20209004194,"남구 삼정안길 21 (봉덕동,진영빌) / 1383번지",U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,5,1/7,4,2,0,10,917,0,"358,470",N
201807406,51000,중남부사업소,,,05,급수관,201811190493,201811191627,201811201300,201811201500,D15 인입선수선,N,남구,남구 봉덕동 1383 진영빌,0407,0520,1198,20189013195,"남구 삼정안길 21 (봉덕동,진영빌) / 1383번지",U,지하누수,01,공도,,01,자체,01,주간,01,15,06,스텐레스관,0201,이형관,01,노후,1,누수,01,소켓,7,1/4,4,313,0,"1,653",961,,"171,730",N
201505334,51000,중남부사업소,,,05,급수관,201510230306,201510231413,201510270900,201510271000,D=25*15mm분기점수선,N,남구,남구 봉덕동 1385-1,0407,0520,990,20159013430,남구 삼정안길 17-4 (봉덕동) / 1385-1번지,U,지하누수,01,공도,,02,용역,,,01,15,06,스텐레스관,0201,이형관,02,부식,1,누수,01,소켓,5,1/7,4,296,0,924,568,0,"173,080",N
202103387,51000,중남부사업소,,,05,급수관,202105060100,202105060953,202105061020,202105061320,D80*25 분기점 수선,N,남구,남구 봉덕동 1392-7,0407,0520,225,20219005765,남구 삼정안길 5-4 (봉덕동) / 1392-7번지,U,지하누수,01,공도,,01,자체,01,주간,03,25,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,2,1/2,4,2,4,168,"15,288",,"502,190",
201807355,51000,중남부사업소,,,05,급수관,201811280150,201811281037,201811290900,201811291120,D15 보호통 교체,N,남구,남구 봉덕동 1398-24,0407,0520,1246,20189013131,남구 삼정4길 21-12 (봉덕동) / 1398-24번지,U,지하누수,02,사유지,,02,용역,,,01,15,12,계량기보호통(실),0601,계량기보호통,01,노후,1,누수,01,소켓,7,1/4,4,332,0,"1,753",961,,"803,290",N
201103165,51000,중남부사업소,,,05,급수관,201104180035,201104180929,201104180955,201104181220,"DTC D=150×20mm 구,분기대 폐쇄
",N,남구,남구 봉덕동 1599-16,0407,0530,733,20119004993,남구 봉덕동 1599-16 번지,U,지하누수,01,공도,,02,용역,,,02,20,13,불용관,0801,불용관,13,불용관,1,누수,01,소켓,3,1/3,3,108,0,"1,166","3,942",1,"697,130",N
202203680,51000,중남부사업소,SS00201,생활용수,05,급수관,202206170183,202206171315,202206180900,202206181200,"EPS D50x15 분기, 인입선수선 및 D15앵글밸브교체",N,남구,남구 봉덕동 1610-5,0407,0520,354,20229006012,남구 삼정길 75-10 (봉덕동) / 1610-5번지,U,지하누수,01,공도,,02,용역,,,01,15,06,스텐레스관,0101,직관,01,노후,1,누수,02,반도,5,1/7,4,2,0,10,917,,"416,900",
202103992,51000,중남부사업소,,,05,급수관,202106040333,202106041444,202106050900,202106051200,D80x15 분기점 터파기 및 D15 앵글밸브 연결관 교체,N,남구,남구 봉덕동 1610-5,0407,0520,338,20219006774,남구 삼정길 75-14 (봉덕동) / 1610-5번지,U,지하누수,01,공도,,02,용역,,,01,15,06,스텐레스관,0201,이형관,10,고무링-패킹손상,1,누수,01,소켓,4,1/5,4,2,0,9,786,,"264,300",N
0805238,51000,중남부사업소,,,04,배수지관,,200808210900,,,불용관 폐쇄,N,남구,남구 봉덕동 1617-13,0407,0770,805,20089010566,봉덕2동 1617-13번지선 누수수선공사,U,지하누수,01,공도,,01,자체,01,주간,07,80,02,닥타일관,0801,불용관,13,불용관,1,누수,04,직관,,,,235,12,"67,116","37,128",,,N
202004347,51000,중남부사업소,,,05,급수관,202009010525,202009011425,202009011440,202009011640,D15 계량기보호통교체,N,남구,남구 봉덕동 2 1017-11,0407,0420,673,20209008346,"남구 중앙대로22길 217, 1017-11 (봉덕동) / 2번지",U,지하누수,02,사유지,,02,용역,,,01,15,12,계량기보호통(실),0601,계량기보호통,01,노후,1,누수,04,직관,3,1/3,4,2,1,48,"4,324",,"712,390",N
202003541,51000,중남부사업소,,,05,급수관,202007020075,202007020948,202007021000,202007021200,D15 계량기보호통교체,N,남구,남구 봉덕동 33-3,0407,0780,452,20209006743,남구 용두1길 92 (봉덕동) /산 33-3번지,U,지하누수,02,사유지,,02,용역,,,01,15,12,계량기보호통(실),0601,계량기보호통,01,노후,1,누수,01,소켓,6,1/10,4,2,0,4,393,,"772,640",N
201901574,51000,중남부사업소,,,05,급수관,201901280387,201901281513,201901281620,201901281820,D20 인입선 수선,N,남구,남구 봉덕동 474-12 가스맞은편골목안,0403,0270,119,20199002862,"남구 봉덕로9길 108-37, 가스맞은편골목안 (봉덕동) / 474-12번지",U,지하누수,01,공도,,02,용역,,,02,20,06,스텐레스관,0101,직관,02,부식,1,누수,04,직관,5,1/7,4,2,1,54,"4,936",,"268,810",N
201505343,51000,중남부사업소,,,05,급수관,201510230309,201510231415,201510240900,201510241100,D=32mm직관부수선,N,남구,남구 봉덕동 474-5,0403,0270,992,20159013439,남구 봉덕로9길 108-29 (봉덕동) / 474-5번지,U,지하누수,01,공도,,02,용역,,,04,32,06,스텐레스관,0101,직관,02,부식,1,누수,04,직관,9,1/100,4,296,0,"1,350",830,,"338,350",N
202002096,51000,중남부사업소,,,04,배수지관,202004240159,202004241111,202004241130,202004261130,D100*15 분기점수선,N,남구,남구 봉덕동 486-8 노인회옆,0404,0280,210,20209004144,"남구 희망로3길 15, 노인회옆 (봉덕동) / 486-8번지",U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,4,1/5,4,2,0,14,"1,267",0,"1,103,950",N
201505353,51000,중남부사업소,,,05,급수관,201510280047,201510280924,201510281000,201510281200,D=80*15mm분기점수선,N,남구,남구 봉덕동 487-7 보조기골목,0404,0280,1008,20159013449,"남구 희망로1길 10 (봉덕동,보조기골목) / 487-7번지",U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,02,반도,5,1/7,4,301,0,"1,517",917,0,"239,860",N
202004375,51000,중남부사업소,,,04,배수지관,202009250102,202009251016,202009251030,202009271030,D100 구분기점폐쇄,N,남구,남구 봉덕동 491-3,0404,0280,745,20209008384,"남구 희망로2길 8-5 (봉덕동,한라하우젠트상가) / 491-3번지",U,지하누수,01,공도,,01,자체,01,주간,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,5,1/7,4,2,0,10,917,,"276,770",N
201702174,51000,중남부사업소,,,04,배수지관,201704010024,201704011605,201704021000,201704021300,D100지상식소화전교체수수선,N,남구,남구 봉덕동 493-7,0404,0280,84,20179004929,남구 희망로 2-4 (봉덕동) / 493-7번지,U,지하누수,01,공도,,02,용역,,,08,100,09,변류,0401,본체,01,노후,1,누수,03,연부,8,1/50,3,91,1,"2,927","5,853",0,"1,210,490",N
202003703,51000,중남부사업소,,,05,급수관,202008210077,202008210935,202008210950,202008211150,D15 인입선폐쇄,N,남구,남구 봉덕동 497-4,0403,0270,606,20209007196,남구 중앙대로32길 132-4 (봉덕동) / 497-4번지,U,지하누수,02,사유지,,02,용역,,,01,15,06,스텐레스관,0101,직관,01,노후,1,누수,04,직관,5,1/7,4,2,0,20,"1,835",,"272,410",N
201804565,51000,중남부사업소,,,05,급수관,201806010074,201806010935,201806150900,201806151100,D15 보호통교체,N,남구,남구 봉덕동 501-25,0403,0240,478,20189007909,남구 봉덕로9길 89-8 (봉덕동) / 501-25번지,U,지하누수,02,사유지,,02,용역,,,01,15,12,계량기보호통(실),0601,계량기보호통,01,노후,1,누수,01,소켓,4,1/5,4,152,0,657,786,,"402,090",N
201804564,51000,중남부사업소,,,04,배수지관,201806010071,201806010934,201806051400,201806051600,D80 접합부누수수선,N,남구,남구 봉덕동 502-4,0403,0270,477,20189007908,남구 봉덕로9길 108-36 (봉덕동) / 502-4번지,U,지하누수,01,공도,,02,용역,,,07,80,03,회주철관,0101,직관,01,노후,1,누수,03,연부,8,1/50,3,152,1,"4,305","5,154",0,"387,170",N
202101618,51000,중남부사업소,,,04,배수지관,202102180334,202102181421,202102181450,202102181750,D80 구분기점 폐쇄,N,남구,남구 봉덕동 502-6,0403,0270,1379,20219002566,"남구 봉덕로9길 92-1 (봉덕동,한일공업사) / 502-6번지",U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,04,직관,4,1/5,4,2,1,28,"2,577",0,"288,880",
202004390,51000,중남부사업소,,,04,배수지관,202008280109,202008280944,202008281000,202008301000,STS D50x15 구분기점폐쇄,N,남구,남구 봉덕동 503-2,0403,0240,649,20209008399,남구 봉덕로9길 109 (봉덕동) / 503-2번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,4,1/5,4,2,0,14,"1,267",,"149,400",N
202200869,51000,중남부사업소,SS00201,생활용수,05,급수관,202201280399,202201281607,202201281635,202201281835,EPS D40 직관부수선,N,남구,남구 봉덕동 507-9,0403,0240,1089,20229001308,남구 이천로19길 23-11 (봉덕동) / 507-9번지,U,지하누수,01,공도,,01,자체,01,주간,01,15,06,스텐레스관,0201,이형관,01,노후,1,누수,02,반도,4,1/5,4,2,0,14,"1,267",,"166,320",
201705565,51000,중남부사업소,,,05,급수관,201710180213,201710181329,201710200830,201710201030,D20 계량기통교체,N,남구,남구 봉덕동 513-9,0403,0240,664,20179011660,남구 봉덕로7길 76-5 (봉덕동) / 513-9번지,U,지하누수,02,사유지,,02,용역,,,02,20,12,계량기보호통(실),0601,계량기보호통,01,노후,1,누수,01,소켓,4,1/5,4,291,0,"2,165","1,354",0,"620,890",N
202105243,51000,중남부사업소,,,05,급수관,202109030113,202109031001,202109031030,202109031330,"D15 계량기보호통 교체
",N,남구,남구 봉덕동 515-20,0403,0240,596,20219009137,남구 봉덕로9길 89-67 (봉덕동) / 515-20번지,U,지하누수,02,사유지,,02,용역,,,01,15,06,스텐레스관,0101,직관,01,노후,1,누수,04,직관,7,1/4,4,2,1,36,"3,232",,"673,650",N
202101617,51000,중남부사업소,,,04,배수지관,202102180333,202102181420,202102181450,202102181750,D80 구분기점 폐쇄,N,남구,남구 봉덕동 515-29,0403,0240,1378,20219002565,남구 봉덕로9길 89-85 (봉덕동) / 515-29번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,04,직관,4,1/5,4,2,1,28,"2,577",0,"234,220",
201405119,51000,중남부사업소,,,05,급수관,201409110188,201409111322,201409161400,201409161500,D15앵글밸브교체수선,N,남구,남구 봉덕동 519-21,0403,0270,444,20149011716,남구 봉덕로11길 24-67 (봉덕동) / 519-21번지,U,지하누수,02,사유지,,02,용역,,,01,15,12,계량기보호통(실),0603,앵글밸브,02,부식,1,누수,01,소켓,6,1/10,4,254,0,549,393,,"73,830",N
201807361,51000,중남부사업소,,,05,급수관,201810020080,201810020945,201810021100,201810021300,D15 인입선 수선,N,남구,남구 봉덕동 521-13,0403,0270,953,20189013138,남구 봉덕로11길 24-93 (봉덕동) / 521-13번지,U,지하누수,01,공도,,02,용역,,,01,15,07,아연도강관,0101,직관,01,노후,1,누수,04,직관,6,1/10,4,275,0,"1,914","1,267",,"184,340",N
201405120,51000,중남부사업소,,,05,급수관,201409110189,201409111323,201409161000,201409161200,D40*25분기점수선(닛플),N,남구,남구 봉덕동 521-5,0403,0270,445,20149011717,남구 봉덕로11길 24-81 (봉덕동) / 521-5번지,U,지하누수,01,공도,,02,용역,,,01,15,06,스텐레스관,0201,이형관,02,부식,1,누수,01,소켓,4,1/5,4,254,0,"1,097",786,0,"212,030",N
201405122,51000,중남부사업소,,,05,급수관,201409110194,201409111327,201409151400,201409151500,D15앵글밸브교체수선,N,남구,남구 봉덕동 523-16,0403,0270,447,20149011719,남구 봉덕로13길 34-2 (봉덕동) / 523-16번지,U,지하누수,02,사유지,,02,용역,,,01,15,12,계량기보호통(실),0603,앵글밸브,02,부식,1,누수,01,소켓,5,1/7,4,254,0,792,568,,"72,260",N
201500376,51000,중남부사업소,,,05,급수관,201501060111,201501061037,201501061100,201501061300,EPS D=50*20mm 분기대교체,N,남구,남구 봉덕동 523-31,0403,0270,26,20159001057,남구 봉덕로13길 30-2 (봉덕동) / 523-31번지,U,지하누수,01,공도,,01,자체,01,주간,02,20,08,에폭시강관,0201,이형관,02,부식,1,누수,01,소켓,5,1/7,4,6,0,32,961,0,"335,170",N
201804580,51000,중남부사업소,,,05,급수관,201806010089,201806010948,201806131300,201806131500,D15 보호통교체,N,남구,남구 봉덕동 526-10,0403,0270,481,20189007929,남구 봉덕로13길 54-51 (봉덕동) / 526-10번지,U,지하누수,02,사유지,,02,용역,,,01,15,12,계량기보호통(실),0601,계량기보호통,01,노후,1,누수,01,소켓,7,1/4,4,152,0,803,961,,"489,180",N
201500373,51000,중남부사업소,,,05,급수관,201501060108,201501061036,201501061100,201501061300,"D=20mm 보호통교체수선
확인굴착",N,남구,남구 봉덕동 526-3 건우빌라B,0403,0270,25,20159001054,"남구 봉덕로13길 54-7, B (봉덕동,건우빌라) / 526-3번지",U,지하누수,02,사유지,,01,자체,01,주간,02,20,12,계량기보호통(실),0601,계량기보호통,02,부식,1,누수,01,소켓,6,1/10,4,6,0,22,655,0,"668,650",N
201505338,51000,중남부사업소,,,05,급수관,201510230307,201510231414,201510241500,201510241700,D=20mm접합부수선,N,남구,남구 봉덕동 526-3 건우빌라B,0403,0270,991,20159013434,"남구 봉덕로13길 54-7, B (봉덕동,건우빌라) / 526-3번지",U,지하누수,01,공도,,02,용역,,,02,20,06,스텐레스관,0201,이형관,02,부식,1,누수,01,소켓,5,1/7,4,296,0,"1,563",961,0,"357,540",N
201804604,51000,중남부사업소,,,05,급수관,201806010086,201806010946,201806050800,201806051000,D80*20 분기점수선,N,남구,남구 봉덕동 528-8,0403,0270,480,20189007989,남구 봉덕로13길 54-31 (봉덕동) / 528-8번지,U,지하누수,01,공도,,02,용역,,,02,20,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,4,1/5,4,152,1,"2,882","3,451",0,"385,590",N
201703471,51000,중남부사업소,,,05,급수관,201706290374,201706291557,201706300900,201706301100,D150*15 분기점 및 D15 계량기통 교체수선,N,남구,남구 봉덕동 532-1 봉덕로114-DC마트,0407,0420,354,20179007418,"남구 봉덕로 114 (봉덕동,DC마트) / 532-1번지",U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,7,1/4,4,180,0,"1,598","1,616",0,"1,312,620",N
201606729,51000,중남부사업소,,,05,급수관,201611220256,201611221351,201611221420,201611221620,D=150*15mm구분기점 폐쇄,N,남구,남구 봉덕동 532-2,0407,0420,1017,20169014756,남구 봉덕로 112 (봉덕동) / 532-2번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,02,부식,1,누수,02,반도,5,1/7,3,327,0,"1,413",786,0,"285,520",N
201505573,51000,중남부사업소,,,05,급수관,201511130035,201511130955,201511131030,201511131230,D=15mm보호통교체,N,남구,남구 봉덕동 532-22,0407,0420,1084,20159014072,남구 이천로10길 81-3 (봉덕동) / 532-22번지,U,지하누수,02,사유지,,02,용역,,,01,15,12,계량기보호통(실),0601,계량기보호통,02,부식,1,누수,01,소켓,5,1/7,4,317,0,989,568,,"406,030",N
201803320,51000,중남부사업소,,,05,급수관,201804050402,201804051528,201804190900,201804191100,D200*15 분기대교체 및 D200구분기점폐쇄(누방),N,남구,남구 봉덕동 537-8 늘빔한복 ,0407,0420,187,20189005723,"남구 봉덕로24길 16 (봉덕동,늘빔한복) / 537-8번지",U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,4,1/5,4,95,0,661,"1,267",0,"1,228,730",N
201902627,51000,중남부사업소,,,04,배수지관,201904260057,201904260955,201904261000,201904261200,D25*13 분기점 수선,N,남구,남구 봉덕동 538-16 (봉삼1-82),0407,0420,450,20199004781,"남구 이천로10길 68-4, 봉삼1-82 (봉덕동) / 538-16번지",U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,04,직관,5,1/7,4,5,0,50,"1,835",,"497,130",N
201005232,51000,중남부사업소,,,05,급수관,201008020355,201008021516,201008021600,201008021800,"DTC D=100×15mm 구,분기대 폐쇄",N,남구,남구 봉덕동 538-3,0407,0420,904,20109008864,남구 봉덕동 538-3 번지,U,지하누수,01,공도,,02,용역,,,01,15,13,불용관,0801,불용관,13,불용관,1,누수,01,소켓,3,1/3,3,215,0,"1,342","2,278",,"239,350",N
200900813,51000,중남부사업소,,,,,200901130199,200901131731,200901140900,200901141100,"D=100x20mm 구, 분기점 패쇄",N,남구,남구 봉덕동 538-3 (봉삼1-78),0407,0420,53,20099001481,남구 봉덕동 538-3 번지,U,지하누수,01,공도,,01,자체,01,주간,02,20,13,불용관,0801,불용관,13,불용관,1,누수,02,반도,3,1/3,6,13,2,505,"14,191",,"204,370",Y
202204153,51000,중남부사업소,SS00201,생활용수,05,급수관,202206290261,202206291315,202206291345,,D80 구분기점폐쇄,N,남구,남구 봉덕동 539-10,0407,0420,385,20229006730,남구 봉덕로22길 10 (봉덕동) / 539-10번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,5,1/7,4,2,0,10,917,,"285,880",
202004346,51000,중남부사업소,,,05,급수관,202009010518,202009011424,202009011440,202009011640,D15 계량기보호통교체,N,남구,남구 봉덕동 540-2,0407,0420,672,20209008345,남구 봉덕로20길 19-3 (봉덕동) / 540-2번지,U,지하누수,02,사유지,,02,용역,,,01,15,12,계량기보호통(실),0601,계량기보호통,01,노후,1,누수,04,직관,3,1/3,4,2,1,48,"4,324",,"694,070",N
202203679,51000,중남부사업소,SS00201,생활용수,05,급수관,202206210019,202206210909,202206211300,202206211600,D80구분기점폐쇄,N,남구,남구 봉덕동 540-6 스윗퍼피,0407,0420,361,20229005995,남구 봉덕로20길 31 (봉덕동) / 540-6번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,5,1/7,4,2,0,10,917,,"229,370",
201800620,51000,중남부사업소,,,05,급수관,201801190045,201801190927,201801191100,201801191300,D100*20 분기점누수수선-2개소,N,남구,남구 봉덕동 542-14 선이홈아트,0404,0280,1023,20189001146,"남구 봉덕로19길 34-2 (봉덕동,선이홈아트) / 542-14번지",U,지하누수,01,공도,,02,용역,,,02,20,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,4,1/5,4,23,1,436,"3,451",1,"1,532,120",N
202000195,51000,중남부사업소,,,05,급수관,201912110142,201912111257,201912121400,201912121600,D15 보호통 교체수선,N,남구,남구 봉덕동 542-16,0404,0280,1257,20209000467,남구 봉덕로19길 24 (봉덕동) / 542-16번지,U,지하누수,02,사유지,,01,자체,01,주간,01,15,12,계량기보호통(실),0601,계량기보호통,01,노후,1,누수,,,,,0,2,0,0,0,0,"703,850",N
202000187,51000,중남부사업소,,,04,배수지관,201912120267,201912121720,201912131700,201912131900,D100*15 분기점 수선,N,남구,남구 봉덕동 542-17,0404,0280,1263,20209000459,남구 봉덕로19길 26 (봉덕동) / 542-17번지,U,지하누수,01,공도,,01,자체,01,주간,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,6,1/10,4,2,0,7,612,0,"975,770",N
201800607,51000,중남부사업소,,,05,급수관,201801100045,201801100942,201801120900,201801121200,D100*15 구분기점폐쇄(누방),N,남구,남구 봉덕동 542-21,0404,0280,990,20189001132,남구 봉덕로19길 34-3 (봉덕동) / 542-21번지,U,지하누수,01,공도,,02,용역,,,02,20,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,7,1/4,4,10,1,238,"4,324",0,"697,410",N
201702173,51000,중남부사업소,,,05,급수관,201704010023,201704011604,201704041400,201704041600,D15 인입선 및 D15보호통교체수선,N,남구,남구 봉덕동 542-32,0404,0280,83,20179004928,남구 봉덕로19길 38-1 (봉덕동) / 542-32번지,U,지하누수,02,사유지,,02,용역,,,01,15,12,계량기보호통(실),0601,계량기보호통,01,노후,1,누수,01,소켓,7,1/4,4,91,0,480,961,1,"1,323,090",N
201906111,51000,중남부사업소,,,04,배수지관,201911110320,201911111416,201911121400,201911121600,D15 지수전 밸브 설치 후 인입선 차단,N,남구,남구 봉덕동 542-39,0404,0280,1120,20199011382,남구 봉덕로19길 46-2 (봉덕동) / 542-39번지,U,지하누수,01,공도,,02,용역,,,01,15,06,스텐레스관,0101,직관,02,부식,1,누수,04,직관,21,1/300,4,2,0,0,0,0,"494,290",N
202104017,51000,중남부사업소,,,05,급수관,202106210466,202106211329,202106211400,202106211700,"PFP D100*15 분기점 수선
",N,남구,남구 봉덕동 542-39,0404,0280,386,20219006809,남구 봉덕로19길 46-2 (봉덕동) / 542-39번지,U,지하누수,01,공도,,02,용역,,,01,15,10,부분기대,0501,부분기대,01,노후,1,누수,02,반도,7,1/4,4,2,0,18,"1,616",0,"1,480,080",N
201703316,51000,중남부사업소,,,05,급수관,201705020116,201705021008,201705040900,201705041100,D13 인입선수선 및 계량기통교체,N,남구,남구 봉덕동 543-5,0404,0280,189,20179007173,남구 봉덕로21길 15 (봉덕동) / 543-5번지,U,지하누수,02,사유지,,02,용역,,,01,15,12,계량기보호통(실),0601,계량기보호통,01,노후,1,누수,01,소켓,4,1/5,4,151,0,652,786,0,"750,810",N
